qid,doc_id,og_score,p_score,score_diff,percent_change,og_rank,p_rank,change_in_rank
1089763,2082448,100.3434829711914,107.76827239990234,7.4247894287109375,7.39937383959713,25,36,-11
1089763,53864,100.27059936523438,107.24131774902344,6.970718383789063,6.951906568742359,26,46,-20
1089763,7888961,100.24522399902344,103.78410339355467,3.53887939453125,3.5302224418848374,27,98,-71
1089763,7096852,100.2385482788086,105.83097076416016,5.5924224853515625,5.579113605871979,28,72,-44
1089763,228992,100.23419189453124,109.2058334350586,8.971641540527344,8.950679773991208,29,9,20
1089763,7493305,100.21389770507812,108.45006561279295,8.236167907714844,8.218588535447708,30,21,9
1089763,7888957,100.20027923583984,105.73027801513672,5.529998779296875,5.518945477468184,31,75,-44
1089763,7081596,100.18053436279295,100.75308227539062,0.5725479125976562,0.5715161295948332,32,100,-68
1089763,5901645,100.13630676269533,108.33283233642578,8.196525573730469,8.18536836310004,33,25,8
1089763,228993,100.089599609375,109.0103988647461,8.920799255371094,8.912813409371974,34,13,21
1089763,3655554,100.063720703125,105.6618194580078,5.5980987548828125,5.5945338785588286,35,78,-43
1089763,8832912,99.93077087402344,108.30744934082033,8.376678466796875,8.382481585533688,36,27,9
1089763,5837308,99.90595245361328,107.19644927978516,7.290496826171875,7.297359814027978,37,47,-10
1089763,5873062,99.87110900878906,107.03407287597656,7.1629638671875,7.172208197424873,38,49,-11
1089763,7493303,99.83335876464844,108.25101470947266,8.417655944824219,8.431706644938563,39,29,10
1089763,6572754,99.82135772705078,103.02889251708984,3.2075347900390625,3.2132750576381373,40,99,-59
1089763,8515241,99.78252410888672,108.81236267089844,9.02983856201172,9.049519084281728,41,16,25
1089763,5837305,99.76776885986328,107.38336944580078,7.6156005859375,7.633327549536157,42,43,-1
1089763,8635517,99.76514434814452,105.67044830322266,5.905303955078125,5.919205543842782,43,77,-34
1089763,2408714,99.72856903076172,107.3490219116211,7.620452880859375,7.641193446292018,44,44,0
1089763,687720,99.70318603515624,108.57378387451172,8.870597839355469,8.89700539381722,45,19,26
1089763,5903591,99.62287902832033,105.34719848632812,5.7243194580078125,5.7459887867530215,46,83,-37
1089763,1520103,99.6082000732422,106.40371704101562,6.7955169677734375,6.822246524660295,47,58,-11
1089763,1249614,99.60539245605467,107.26644897460938,7.661056518554687,7.691407392360509,48,45,3
1089763,8635518,99.60447692871094,105.16109466552734,5.556617736816406,5.578682714024388,49,86,-37
1089763,1358067,99.60367584228516,108.0548095703125,8.451133728027344,8.484760885139492,50,33,17
1089763,7888959,99.57093811035156,106.32027435302734,6.749336242675781,6.778419859011159,51,61,-10
1089763,8506995,99.56595611572266,108.50853729248048,8.942581176757812,8.981565110833774,52,20,32
1089763,8515242,99.54025268554688,106.62744903564452,7.087196350097656,7.119930037234784,53,56,-3
1089763,8001227,99.53473663330078,106.35110473632812,6.816368103027344,6.848230410394063,54,59,-5
1089763,5837306,99.5326919555664,106.21063232421876,6.677940368652344,6.70929343660626,55,66,-11
1089763,5903593,99.51663970947266,106.9188003540039,7.40216064453125,7.438113531707867,56,51,5
1089763,2408716,99.5038604736328,108.03521728515624,8.531356811523438,8.573895295031425,57,34,23
1089763,228997,99.48831176757812,106.62836456298828,7.140052795410156,7.176775511168139,58,55,3
1089763,1541523,99.45653533935548,106.45616912841795,6.9996337890625,7.037882191631814,59,57,2
1089763,8515237,99.45541381835938,108.30575561523438,8.850341796875,8.898803450799413,60,28,32
1089763,6702047,99.4433822631836,104.56978607177734,5.12640380859375,5.155097998403129,61,93,-32
1089763,8506993,99.4331512451172,107.93367767333984,8.500526428222656,8.5489862503378,62,35,27
1089763,6344206,99.41106414794922,106.2876205444336,6.876556396484375,6.917294825705006,63,63,0
1089763,1541521,99.40061950683594,105.94052124023438,6.5399017333984375,6.579336995931579,64,70,-6
1089763,7651851,99.40026092529295,105.77932739257812,6.379066467285156,6.417555052576292,65,74,-9
1089763,6032329,99.39089965820312,105.46633911132812,6.075439453125,6.112671757694035,66,81,-15
1089763,1687789,99.387939453125,106.73182678222656,7.343887329101562,7.389113175613435,67,53,14
1089763,5948577,99.35417938232422,105.90058135986328,6.546401977539063,6.588954806166626,68,71,-3
1089763,1358063,99.33164978027344,108.09619903564452,8.764549255371094,8.823521279228437,69,32,37
1089763,7998058,99.3295669555664,104.8989486694336,5.569381713867188,5.606972711718925,70,90,-20
1089763,2408713,99.32950592041016,107.39796447753906,8.068458557128906,8.122922270039204,71,42,29
1089763,7998057,99.31147003173828,106.89578247070312,7.584312438964844,7.6368947479490785,72,52,20
1089763,4947710,99.30519104003906,106.01848602294922,6.713294982910156,6.760265916213191,73,69,4
1089763,5903599,99.2996826171875,104.77393341064452,5.474250793457031,5.512858298410622,74,92,-18
1089763,6032334,99.29313659667967,106.33544158935548,7.042304992675781,7.092438847290149,75,60,15
1089763,7942638,99.27738189697266,107.59742736816406,8.320045471191406,8.380605241811999,76,40,36
1089763,8813397,99.27336883544922,108.19171142578124,8.918342590332031,8.983620375686705,77,31,46
1089763,5903592,99.2532958984375,104.53571319580078,5.282417297363281,5.322158069963337,78,94,-16
1089763,7998063,99.24348449707033,106.31719970703124,7.0737152099609375,7.127636888011278,79,62,17
1089763,1358069,99.23332977294922,108.34114074707033,9.107810974121094,9.178177327073692,80,24,56
1089763,8506991,99.22952270507812,106.05878448486328,6.829261779785156,6.882288248107904,81,68,13
1089763,5873065,99.22631072998048,105.01803588867188,5.791725158691406,5.836884507831934,82,89,-7
1089763,6032333,99.21549224853516,105.1905288696289,5.97503662109375,6.022281889330612,83,84,-1
1089763,2408715,99.2132568359375,107.76820373535156,8.554946899414062,8.622786079445834,84,37,47
1089763,3114668,99.18011474609376,108.57958984375,9.39947509765625,9.4771770749806,85,18,67
1089763,8506996,99.16845703125,108.32966613769533,9.161209106445312,9.238027272682512,86,26,60
1089763,7809161,99.16806030273438,105.0561294555664,5.888069152832031,5.937465283537142,87,88,-1
1089763,7930967,99.16590881347656,105.40350341796876,6.237594604492188,6.290059435873897,88,82,6
1089763,8515238,99.1344223022461,106.0792007446289,6.9447784423828125,7.005415758826149,89,67,22
1089763,4930361,99.12982940673828,108.21514129638672,9.085311889648438,9.16506357775581,90,30,60
1089763,5948576,99.09268951416016,105.54708862304688,6.454399108886719,6.513496747875027,91,79,12
1089763,5857608,99.07005310058594,104.108154296875,5.038101196289063,5.085392647537872,92,97,-5
1089763,5873063,99.06048583984376,104.2461166381836,5.185630798339844,5.234812604012182,93,96,-3
1089763,3649316,99.05966186523438,108.8862075805664,9.826545715332031,9.919825618525277,94,14,80
1089763,8394220,99.05747985839844,105.6736831665039,6.616203308105469,6.679155695827571,95,76,19
1089763,8001225,99.0399398803711,107.67431640625,8.634376525878906,8.718075289936813,96,38,58
1089763,844003,99.02906036376952,105.53829193115234,6.5092315673828125,6.573051933919248,97,80,17
1089763,5159980,99.02384185791016,104.77996063232422,5.756118774414063,5.812861495187743,98,91,7
1089763,5007908,99.01058197021484,106.22193145751952,7.211349487304687,7.283412887598281,99,64,35
1089763,1281692,98.99608612060548,106.69683837890624,7.700752258300781,7.778845164564455,100,54,46
1089401,7085257,102.53153228759766,110.47229766845705,7.940765380859375,7.74470565658356,1,1,0
1089401,7085252,101.74554443359376,109.70311737060548,7.957572937011719,7.821052982035383,2,2,0
1089401,6966015,101.22276306152344,105.6232681274414,4.400505065917969,4.347347308868986,3,86,-83
1089401,746692,101.01858520507812,105.54718780517578,4.528602600097656,4.48294003613704,4,89,-85
1089401,6966014,100.70010375976562,105.36846923828124,4.668365478515625,4.635909303184704,5,92,-87
1089401,1684779,100.49081420898438,109.06420135498048,8.573387145996094,8.531513266642028,6,4,2
1089401,8021800,100.48419952392578,109.08753967285156,8.603340148925781,8.56188354953983,7,3,4
1089401,7182752,100.25223541259766,108.57836151123048,8.326126098632812,8.305177499898974,8,6,2
1089401,746691,100.22408294677734,104.1225128173828,3.8984298706054688,3.889713685557669,9,97,-88
1089401,234245,100.08554077148438,106.4608383178711,6.375297546386719,6.369848728641851,10,60,-50
1089401,2788487,100.08014678955078,108.08097839355467,8.000831604003906,7.994424329560696,11,10,1
1089401,6049696,100.01669311523438,107.96214294433594,7.945449829101562,7.944123707376728,12,13,-1
1089401,60097,99.83356475830078,107.3316421508789,7.498077392578125,7.510577640627311,13,33,-20
1089401,4551905,99.6810073852539,107.56431579589844,7.883308410644531,7.908536056599616,14,24,-10
1089401,3533126,99.61658477783205,108.442138671875,8.825553894042969,8.859522652504088,15,7,8
1089401,6049695,99.5239486694336,107.56178283691406,8.037834167480469,8.076281412605464,16,25,-9
1089401,60098,99.49980926513672,106.4741439819336,6.974334716796875,7.009395061464284,17,57,-40
1089401,6456584,99.44000244140624,107.6972427368164,8.257240295410156,8.303741042520217,18,20,-2
1089401,6456590,99.40206909179688,108.19670867919922,8.794639587402344,8.84754177428699,19,8,11
1089401,7182753,99.35772705078124,107.73513793945312,8.377410888671875,8.431564546952872,20,19,1
1089401,6049692,99.32421875,108.0518798828125,8.7276611328125,8.78704231722185,21,11,10
1089401,7182754,99.25780487060548,107.11077117919922,7.85296630859375,7.91168646015398,22,37,-15
1089401,7085254,99.2564926147461,107.4989242553711,8.242431640625,8.304173786008292,23,28,-5
1089401,7182755,99.23855590820312,107.91975402832033,8.681198120117188,8.747807785662864,24,14,10
1089401,3012403,99.1654052734375,106.88513946533205,7.719734191894531,7.7847049287079795,25,47,-22
1089401,7182758,99.13047790527344,106.4343719482422,7.30389404296875,7.367960083828271,26,61,-35
1089401,6966017,99.10710906982422,107.1890869140625,8.081977844238281,8.154791235555324,27,35,-8
1089401,7735015,99.10000610351562,106.22048950195312,7.1204833984375,7.1851493036234,28,70,-42
1089401,533118,99.0774383544922,108.03470611572266,8.957267761230469,9.04067354787877,29,12,17
1089401,2821752,99.05856323242188,106.9699249267578,7.9113616943359375,7.986550012615718,30,44,-14
1089401,4432925,99.03136444091795,107.68976593017578,8.658401489257812,8.743090169603194,31,21,10
1089401,6456589,99.02696228027344,107.53226470947266,8.505302429199219,8.58887542680233,32,26,6
1089401,4551904,98.90623474121094,106.99970245361328,8.093467712402344,8.182970197560321,33,43,-10
1089401,3012401,98.9062271118164,106.99970245361328,8.093475341796875,8.18297854254107,34,42,-8
1089401,7182757,98.80370330810548,108.65516662597656,9.851463317871094,9.970742986374397,35,5,30
1089401,6936055,98.77507019042967,106.5503158569336,7.775245666503906,7.871668075268297,36,55,-19
1089401,4344102,98.76019287109376,107.84368896484376,9.08349609375,9.197527697830834,37,15,22
1089401,1503161,98.75503540039062,108.11717224121094,9.362136840820312,9.480161495424142,38,9,29
1089401,5207316,98.74623107910156,107.7446517944336,8.998420715332031,9.112672571901772,39,18,21
1089401,2377612,98.71923065185548,106.46200561523438,7.742774963378906,7.843228631597299,40,59,-19
1089401,3012402,98.69719696044922,107.05128479003906,8.354087829589844,8.464361792298483,41,40,1
1089401,7182751,98.6326675415039,106.87818908691406,8.245521545410156,8.35982818972274,42,48,-6
1089401,6735547,98.62986755371094,107.8169403076172,9.18707275390625,9.314696431994332,43,16,27
1089401,7487302,98.62706756591795,107.67146301269533,9.044395446777344,9.170297434558186,44,22,22
1089401,1741905,98.5828628540039,107.58300018310548,9.000137329101562,9.129515078528708,45,23,22
1089401,7735008,98.5049819946289,106.75997161865234,8.254989624023438,8.380276263055963,46,50,-4
1089401,7526751,98.4923324584961,106.80630493164062,8.313972473144531,8.44123828283585,47,49,-2
1089401,3012406,98.4511947631836,105.98670196533205,7.535507202148437,7.654053584900105,48,76,-28
1089401,1685950,98.4463882446289,107.50435638427734,9.057968139648438,9.20091463095664,49,27,22
1089401,7526746,98.42862701416016,107.3846664428711,8.956039428710938,9.09901895453901,50,31,19
1089401,2312536,98.42603302001952,105.72909545898438,7.303062438964844,7.419848402789356,51,83,-32
1089401,4964986,98.42195892333984,107.0902099609375,8.668251037597656,8.807232788720752,52,39,13
1089401,7085253,98.41913604736328,106.88826751708984,8.469131469726562,8.605167460168389,53,46,7
1089401,3012404,98.40023803710938,105.9711456298828,7.570907592773437,7.693993168917178,54,77,-23
1089401,6966016,98.31400299072266,102.80900573730467,4.495002746582031,4.572088013755477,55,99,-44
1089401,6996742,98.2204818725586,106.37123107910156,8.150749206542969,8.298421114568134,56,66,-10
1089401,2312537,98.21411895751952,106.4991226196289,8.285003662109375,8.435654415118137,57,56,1
1089401,8147521,98.1719741821289,106.56305694580078,8.391082763671875,8.547330165842155,58,53,5
1089401,7042,98.11051177978516,106.16455841064452,8.054046630859375,8.209157698552383,59,71,-12
1089401,4924912,98.10516357421876,105.98959350585938,7.884429931640625,8.036712487285012,60,75,-15
1089401,8815395,98.08200073242188,106.96367645263672,8.881675720214844,9.055357408995969,61,45,16
1089401,6049693,97.98815155029295,107.7471160888672,9.75896453857422,9.95933118869517,62,17,45
1089401,5100722,97.90824127197266,104.1982421875,6.290000915527344,6.424383518497464,63,96,-33
1089401,4202562,97.90492248535156,107.10420989990234,9.19928741455078,9.396143912914257,64,38,26
1089401,4551903,97.8943328857422,105.62163543701172,7.727302551269531,7.893513672837924,65,87,-22
1089401,6049698,97.88495635986328,107.42189025878906,9.53693389892578,9.7430026569806,66,30,36
1089401,8815393,97.79847717285156,106.7071533203125,8.908676147460938,9.109217653476868,67,51,16
1089401,1925100,97.77830505371094,105.52392578125,7.7456207275390625,7.921614844197072,68,90,-22
1089401,5912184,97.73477172851562,105.74162292480467,8.006851196289062,8.19242840053919,69,82,-13
1089401,746694,97.68126678466795,107.4285888671875,9.747322082519531,9.97870154981392,70,29,41
1089401,4608098,97.67887115478516,105.84255981445312,8.163688659667969,8.357681209001196,71,80,-9
1089401,4922591,97.66202545166016,106.46753692626952,8.805511474609375,9.016310519760667,72,58,14
1089401,7085255,97.60531616210938,105.872802734375,8.267486572265625,8.470324053389096,73,78,-5
1089401,1335934,97.60028839111328,105.1073989868164,7.507110595703125,7.691688948315305,74,94,-20
1089401,7735016,97.5905990600586,106.33253479003906,8.741935729980469,8.957764184438053,75,67,8
1089401,2312543,97.58518981933594,107.11334228515624,9.528152465820312,9.763932911807856,76,36,40
1089401,4577372,97.57056427001952,106.4184799194336,8.847915649414062,9.068222281597237,77,63,14
1089401,5115,97.52267456054688,106.12313842773438,8.6004638671875,8.818937653158711,78,72,6
1089401,7487307,97.51178741455078,105.8492660522461,8.337478637695312,8.550226448265462,79,79,0
1089401,7085256,97.51170349121094,103.8187026977539,6.306999206542969,6.467940750426374,80,98,-18
1089401,499466,97.48768615722656,105.7034912109375,8.215805053710938,8.42753108373156,81,84,-3
1089401,1542876,97.48453521728516,107.04212188720705,9.557586669921877,9.804208071176404,82,41,41
1089401,7735009,97.46841430664062,106.42794036865234,8.959526062011719,9.19223537773436,83,62,21
1089401,60099,97.46324157714844,105.69947052001952,8.236228942871094,8.45060025666352,84,85,-1
1089401,98222,97.45864868164062,106.2404327392578,8.781784057617188,9.01077962439624,85,69,16
1089401,8815391,97.45331573486328,106.39276885986328,8.939453125,9.17306205293328,86,65,21
1089401,4509363,97.44378662109376,107.33660125732422,9.892814636230469,10.15232985013019,87,32,55
1089401,7526748,97.4301528930664,106.41564178466795,8.985488891601562,9.222492857486843,88,64,24
1089401,1225474,97.43000030517578,105.27464294433594,7.844642639160156,8.051567909872443,89,93,-4
1089401,303875,97.4172592163086,106.6442413330078,9.22698211669922,9.471609231184912,90,52,38
1089401,723213,97.4154052734375,106.32874298095705,8.913337707519531,9.149823564866852,91,68,23
1089401,5014901,97.39231872558594,105.5657958984375,8.173477172851562,8.392322187010738,92,88,4
1089401,4577367,97.38890075683594,105.81869506835938,8.429794311523438,8.655805996384789,93,81,12
1089401,7735010,97.3756103515625,106.03469848632812,8.659088134765625,8.89246095968289,94,73,21
1089401,5200240,97.35281372070312,102.49766540527344,5.1448516845703125,5.284748830506791,95,100,-5
1089401,3012407,97.24059295654295,105.51258087158205,8.271987915039062,8.50672302948197,96,91,5
1089401,2695897,97.23959350585938,104.91759490966795,7.678001403808594,7.895962053097167,97,95,2
1089401,7210562,97.22836303710938,107.1890869140625,9.960723876953123,10.244668907108302,98,34,64
1089401,7085250,97.22118377685548,106.55865478515624,9.33747100830078,9.60435847986832,99,54,45
1089401,533116,97.2176284790039,106.01599884033205,8.798370361328125,9.050179992025118,100,74,26
1088958,2131274,100.17941284179688,103.9362335205078,3.7568206787109375,3.7500925311308233,1,35,-34
1088958,7089542,100.00521850585938,100.7882308959961,0.7830123901367188,0.7829715307215108,2,79,-77
1088958,7089545,99.9876937866211,100.52550506591795,0.537811279296875,0.5378774716462529,3,80,-77
1088958,3427441,98.87903594970705,105.2200698852539,6.341033935546875,6.412920468573463,4,15,-11
1088958,1771737,98.28434753417967,105.28611755371094,7.00177001953125,7.1239929807707085,5,13,-8
1088958,2091485,98.23165130615234,101.00972747802734,2.778076171875,2.828086604404874,6,77,-71
1088958,1984681,98.1496124267578,102.5326156616211,4.383003234863281,4.465634786009991,7,57,-50
1088958,5459648,98.12972259521484,101.63530731201172,3.505584716796875,3.572398478346274,8,69,-61
1088958,8257788,97.83396911621094,102.68333435058594,4.849365234375,4.956729526750303,9,52,-43
1088958,7184966,97.78528594970705,106.50941467285156,8.724128723144531,8.921719293873648,10,6,4
1088958,2091486,97.7221450805664,100.0412826538086,2.3191375732421875,2.37319552423884,11,84,-73
1088958,7089541,97.05126953125,96.22799682617188,-0.823272705078125,-0.848286384149808,12,97,-85
1088958,5583122,97.0502700805664,106.8783950805664,9.828125,10.126839412029632,13,4,9
1088958,5951803,96.98373413085938,102.84230041503906,5.858566284179688,6.040772029126834,14,50,-36
1088958,5490929,96.98086547851562,99.61231994628906,2.631454467773437,2.713374906265803,15,89,-74
1088958,6942137,96.7737274169922,106.59909057617188,9.825363159179688,10.15292416798496,16,5,11
1088958,4399953,96.76746368408205,101.83895874023438,5.071495056152344,5.2409093543149154,17,65,-48
1088958,1502077,96.70374298095705,99.87567901611328,3.17193603515625,3.280055080991922,18,88,-70
1088958,7118168,96.69660186767578,104.42623901367188,7.729637145996094,7.993700912648095,19,26,-7
1088958,2966737,96.67152404785156,103.46858215332033,6.79705810546875,7.031086116015162,20,39,-19
1088958,7473718,96.65532684326172,106.0210418701172,9.365715026855469,9.689807414384006,21,7,14
1088958,8383044,96.64093780517578,101.66657257080078,5.025634765625,5.200316635747551,22,68,-46
1088958,5355904,96.64051055908205,105.46732330322266,8.826812744140625,9.133656986160348,23,11,12
1088958,5620431,96.5909194946289,101.96588134765624,5.374961853027344,5.564665789651404,24,64,-40
1088958,1364138,96.53046417236328,101.17616271972656,4.645698547363281,4.812676067803833,25,75,-50
1088958,5523143,96.52610778808594,105.99957275390624,9.473464965820312,9.814406882144697,26,8,18
1088958,5458930,96.46063232421876,100.02355194091795,3.5629196166992188,3.693651524824872,27,85,-58
1088958,448434,96.29330444335938,102.28250885009766,5.989204406738281,6.219751665351963,28,60,-32
1088958,6299252,96.27000427246094,101.07400512695312,4.804000854492188,4.990132586777524,29,76,-47
1088958,5557365,96.25289916992188,95.74842071533205,-0.5044784545898438,-0.5241176722368156,30,100,-70
1088958,1046445,96.2385482788086,99.49791717529295,3.259368896484375,3.3867602481302987,31,91,-60
1088958,7858431,96.23431396484376,103.353515625,7.11920166015625,7.397778782687673,32,42,-10
1088958,5170133,96.1752471923828,104.94353485107422,8.768287658691406,9.116989989276435,33,19,14
1088958,5853955,96.16452026367188,99.55044555664062,3.38592529296875,3.520971439034832,34,90,-56
1088958,1292987,96.16350555419922,104.49063110351562,8.327125549316406,8.659340673290151,35,24,11
1088958,7415655,96.15328979492188,105.14679718017578,8.993507385253906,9.353301800110517,36,18,18
1088958,2960096,96.12681579589844,104.41098022460938,8.284164428710938,8.617953648126985,37,27,10
1088958,6283948,96.09011840820312,99.98863220214844,3.898513793945313,4.057143292699387,38,86,-48
1088958,7089538,96.08002471923828,103.83645629882812,7.756431579589844,8.072886744414793,39,36,3
1088958,7118172,96.0662612915039,104.06938934326172,8.003128051757812,8.330841592214236,40,31,9
1088958,5460857,96.0491180419922,102.56973266601562,6.5206146240234375,6.788833418722969,41,54,-13
1088958,304373,96.03781127929688,103.2585220336914,7.220710754394531,7.518612365493506,42,45,-3
1088958,6787829,96.03659057617188,102.63921356201172,6.602622985839844,6.875111815431372,43,53,-10
1088958,6942132,96.02635192871094,107.05066680908205,11.024314880371094,11.4805099422661,44,3,41
1088958,3140603,96.0143814086914,98.89972686767578,2.885345458984375,3.005118000711493,45,94,-49
1088958,265132,95.98995208740234,104.65938568115234,8.66943359375,9.031605293287535,46,21,25
1088958,7089544,95.98936462402344,103.79403686523438,7.8046722412109375,8.130767686379338,47,37,10
1088958,3427444,95.95858001708984,100.10372924804688,4.145149230957031,4.319727563933102,48,83,-35
1088958,8557481,95.93549346923828,101.58702087402344,5.651527404785156,5.890966106926128,49,70,-21
1088958,3445416,95.92965698242188,103.14854431152344,7.218887329101562,7.525188305869111,50,47,3
1088958,6630021,95.91573333740234,104.05547332763672,8.139739990234375,8.486344947810855,51,32,19
1088958,6206626,95.91289520263672,103.28573608398438,7.372840881347656,7.687017335647033,52,43,9
1088958,7813184,95.85358428955078,101.57012176513672,5.7165374755859375,5.963822342123006,53,71,-18
1088958,4108997,95.7850570678711,100.50788116455078,4.722824096679688,4.930648100291053,54,81,-27
1088958,7118174,95.77735137939452,104.5050048828125,8.727653503417969,9.112439817682857,55,22,33
1088958,2045655,95.77175903320312,101.4058609008789,5.634101867675781,5.882842629759462,56,73,-17
1088958,3105811,95.76526641845705,100.23409271240234,4.4688262939453125,4.666437489369347,57,82,-25
1088958,8493730,95.73532104492188,104.88629150390624,9.150970458984377,9.558614687979649,58,20,38
1088958,1200393,95.73429870605467,105.56629943847656,9.832000732421877,10.270092187764732,59,10,49
1088958,3506286,95.7209243774414,104.116943359375,8.396018981933594,8.771351756724455,60,29,31
1088958,8052886,95.71955871582033,107.25818634033205,11.53862762451172,12.054618491053116,61,2,59
1088958,7566035,95.71817779541016,101.48200225830078,5.763824462890625,6.021661293229309,62,72,-10
1088958,5013269,95.71351623535156,102.96715545654295,7.253639221191406,7.578489963063641,63,49,14
1088958,4980587,95.70599365234376,105.29889678955078,9.592903137207031,10.02330446727681,64,12,52
1088958,6299253,95.67498779296876,98.06282806396484,2.3878402709960938,2.4957831990145065,65,96,-31
1088958,4451507,95.65518188476562,96.05775451660156,0.4025726318359375,0.4208581531117789,66,99,-33
1088958,5296136,95.64693450927734,103.47071838378906,7.823783874511719,8.179858470793798,67,38,29
1088958,6347718,95.62517547607422,102.4336929321289,6.808517456054688,7.120005189175527,68,58,10
1088958,5394931,95.61866760253906,103.26476287841795,7.646095275878906,7.996446162230221,69,44,25
1088958,3177717,95.6101531982422,105.23057556152344,9.62042236328125,10.062134659834562,70,14,56
1088958,6789090,95.60853576660156,103.44220733642578,7.833671569824219,8.193485557552817,71,41,30
1088958,634092,95.60445404052734,102.29998779296876,6.695533752441406,7.003370104078129,72,59,13
1088958,3724199,95.6013412475586,100.95736694335938,5.356025695800781,5.60245873740559,73,78,-5
1088958,15867,95.59815979003906,102.07516479492188,6.4770050048828125,6.775240254737298,74,63,11
1088958,1205247,95.59344482421876,99.10531616210938,3.511871337890625,3.673757488652493,75,93,-18
1088958,5250051,95.59048461914062,103.95500946044922,8.364524841308594,8.750373925433284,76,34,42
1088958,5822666,95.56929779052734,103.45844268798828,7.8891448974609375,8.254894699292114,77,40,37
1088958,2446630,95.56757354736328,103.9665298461914,8.398956298828125,8.788500102145633,78,33,45
1088958,6776166,95.5617446899414,102.54566192626952,6.983917236328125,7.308277238960074,79,55,24
1088958,4666272,95.5308837890625,104.07054138183594,8.539657592773438,8.939158996612525,80,30,50
1088958,5530804,95.52220916748048,101.752685546875,6.230476379394531,6.52254217495174,81,66,15
1088958,2258981,95.46759796142578,103.19670867919922,7.729110717773437,8.096056549884526,82,46,36
1088958,3506284,95.4544677734375,102.18179321289062,6.727325439453125,7.047680005319945,83,61,22
1088958,5050909,95.4040985107422,103.10084533691406,7.696746826171875,8.067522199064904,84,48,36
1088958,6937042,95.3766098022461,105.86373901367188,10.48712921142578,10.995493793677296,85,9,76
1088958,6744666,95.35789489746094,99.29290008544922,3.935005187988281,4.126564656465646,86,92,-6
1088958,5557363,95.35718536376952,96.11700439453124,0.7598190307617188,0.7968136096542212,87,98,-11
1088958,6942133,95.34796142578124,105.21878051757812,9.870819091796877,10.35241754956692,88,16,72
1088958,1244938,95.29705047607422,99.9245147705078,4.627464294433594,4.855831603723548,89,87,2
1088958,6776168,95.2916259765625,102.53514099121094,7.243515014648437,7.601418215310986,90,56,34
1088958,3148484,95.2773666381836,104.44644927978516,9.169082641601562,9.623568498089597,91,25,66
1088958,4163192,95.27222442626952,105.2161636352539,9.943939208984377,10.43739586103599,92,17,75
1088958,2657684,95.26514434814452,104.23957824707033,8.974433898925781,9.42048003006104,93,28,65
1088958,5240509,95.26412963867188,107.26388549804688,11.999755859375,12.5963003124985,94,1,93
1088958,4037630,95.25395965576172,101.20008850097656,5.946128845214844,6.242395451804375,95,74,21
1088958,4127955,95.25238037109376,101.73787689208984,6.485496520996094,6.808750076091798,96,67,29
1088958,714187,95.24374389648438,104.49275207519533,9.249008178710938,9.710882626331047,97,23,74
1088958,3627208,95.2363052368164,102.0818328857422,6.845527648925781,7.187939128784514,98,62,36
1088958,4553167,95.23255157470705,98.77611541748048,3.543563842773437,3.720958626204213,99,95,4
